jobNumber,jobName,sales,location,region,description,priority,currentStatus,jobNotes,readyForInstall,orderDate,mfgTarget,mfgTargetModified,installTarget,scheduledInstall,dateInstalled,dateToAdmin,vendor,poNumber,vendorStatus,mfgRegion,installRegion,ulSign,value,totalHrsMfg,totalHrsInstall,dip,vinylDueDate,sketchFile,process,isActive,dept_graphics,dept_routingType,dept_metal,dept_assembly,dept_plexApplication,dept_vinyl
J37540,Chiropractic Wellness Center,DP,Salina,WK,Survey EMC for Damage Customer is reporting modules out on multiple panels due to storm damage. Visit and diagnose and determine broken louvers and/or LEDs.,,Service or Contract Order,05.05.26 found hail damage to louvers (50 of 50) photos emailed to watchfire. watchfire also found 3 bad modules. quote requested and waiting approval. JS,Survey needed,2026-04-30,2026-06-18,,2026-06-24,,,,,,,WK,WK,False,,0.0,0.0,39.0,,,Service,True,,,,,,
J37563,AZ US STORE MAINTENANCE (AUTOZONE PARTS INC),CC,Newton,WK,Repair neon at the Newton AutoZone,,Service or Contract Order,printed,Survey needed,2026-05-01,2026-06-19,,2026-06-25,,,,,,,WK,WK,False,,0.0,0.0,38.0,,,Service,True,,,,,,
J37558,Community National Bank and Trust,CC,El Dorado,WK,"Repair outages in neon tube at the top of pylon sign, west side of sign, along with the outage in the CNB logo on ID cabinet.",,Service or Contract Order,printed,Survey needed,2026-05-01,2026-06-19,,2026-06-25,,,,,,,WK,WK,False,,0.0,0.0,38.0,,,Service,True,,,,,,
J37480,FIDELITY BANK,CC,Wichita,WK,Repair damage to bottom secion of pylon FB E Harry,,Service or Contract Order,,Survey needed,2026-05-01,2026-06-19,,2026-06-25,,,,,,,WK,WK,False,,0.0,0.0,38.0,,"1000009380.jpg, 1000009379.jpg",In Process,True,,,,,,
J37555,"SPANGLES, INC",VB,Topeka,NEK,"At Spangles #21, Wanamaker: 1) check in/out with manager on duty 2) blue border neon is out on the NW corner 3) blue border neon at the top of the building is out on the north side 4) while there, check all signs & lighting (except parking lot lights), if goosenecks are needed, use customer's stock 5) take completion photos",,Service or Contract Order,,Survey needed,2026-05-01,2026-06-19,,2026-06-25,,,,,,,NEK,NEK,False,,0.0,0.0,38.0,,,Service,True,,,,,,
J37570,"AGI ARCHITECTURAL GRAPHICS, INC",DP,Salina,WK,"NTE $600.00. Customer reports that ""STOP"" part of wall sign is out. Visit and repair. If repair will exceed NTE, contact Shalomar Aimes @ (865) 394-2822 for approval. Sign-off form must be signed/approved/stamped by the store manager on duty upon completion of project. Completion photos required.",,Service or Contract Order,printed / cancel,Survey needed,2026-05-04,2026-06-22,,2026-06-28,,,,,,,WK,WK,False,,0.0,0.0,35.0,,,Service,True,,,,,,
J37594,THE OTHER PLACE,QT,Olathe,NEK,"The west facing sign has some outages, see attached photo. Please check and repair.",,Service or Contract Order,,Survey needed,2026-05-05,2026-06-23,,2026-06-29,,,,,,,NEK,NEK,False,,0.0,0.0,34.0,,,Service,True,,,,,,
J37596,Community National Bank and Trust,CC,Benton,WK,"Repair the border neon tube at the top of the pylon sign that wraps around the top ornament, as well as the CNB trim capped logo that isn't lighting on the pylon ID cabinet.",,Service or Contract Order,printed,Survey needed,2026-05-05,2026-06-23,,2026-06-29,,,,,,,WK,WK,False,,0.0,0.0,34.0,,,Service,True,,,,,,
J37592,Community Choice Financial,CC,Salina,WK,Repair damage to lighting and signs due to hail storm,,Service or Contract Order,printed 05.14.26 found 4 units of neon bad sent in for repairs. HA Other signs are in bad shape. JS,Survey needed,2026-05-05,2026-06-23,,2026-06-29,,,,,,,WK,WK,False,,0.0,0.0,34.0,,,Service,True,,,,,,
J37612,CHILI'S Salina,DP,Salina,WK,Customer reports hail damage to wall sign. Visit and repair as needed. Provide completion photos.,,Service or Contract Order,,Survey needed,2026-05-06,2026-06-24,,2026-06-30,,,,,,,WK,WK,False,,0.0,0.0,33.0,,,Service,True,,,,,,
J37610,Nex-Tech Wireless,DP,Salina,WK,Customer reports hail damage to wall sign. Visit and repair as needed. Provide completion photos.,,Service or Contract Order,,Survey needed,2026-05-06,2026-06-24,,2026-06-30,,,,,,,WK,WK,False,,0.0,0.0,33.0,,,Service,True,,,,,,
J37660,Andrade Auto Exchange,NH,Liberal,WK,"Neon channel letters are partially out on the east face of the pylon. Check and repair as needed. Also, they have approximately (15) lot light fixtures out. They've been updating these to LED corn cobs as bulbs burn out. Customer will have these on site, and while we have a bucket truck on site, would like us to swap out as needed.",,Service or Contract Order,,Survey needed,2026-05-08,2026-06-26,,2026-07-02,,,,,,,WK,WK,False,,0.0,0.0,31.0,,,Service,True,,,,,,
J37641,FIRST PRESBYTERIAN CHURCH,VB,Topeka,NEK,First Presbyterian Church repair north side of message center,,Service or Contract Order,,Survey needed,2026-05-08,2026-06-26,,2026-07-02,,,,,,,NEK,NEK,False,,0.0,0.0,31.0,,,Service,True,,,,,,
J37651,Phi Kappa Tau - Lawrence,LNI,Lawrence,NEK,Survey site for truck access to install new halo lit channel letters / logo.,,Service or Contract Order,,Survey needed,2026-05-08,2026-06-26,,2026-07-02,,,,,,,NEK,NEK,False,,0.0,0.0,31.0,,,Service,True,,,,,,
J37669,HEARTLAND CREDIT UNION,CC,Hutchinson,WK,Diagnose and repair issues with Watchfire display,,Service or Contract Order,,Survey needed,2026-05-11,2026-06-29,,2026-07-05,,,,,,,WK,WK,False,,0.0,0.0,28.0,,,Service,True,,,,,,
J37536,CITY OF SALINA PARKS & RECREATION DEPT.,DP,Salina,WK,Customer reports 16mm modules outage in 9' x 16' EMC signage. Watchfire reports 4 modules needing replaced. Visit and repair as needed. Contact Watchfire when on site for calibration.,,Service or Contract Order,,Survey needed,2026-05-12,2026-06-30,,2026-07-06,,,,,,,WK,WK,False,,0.0,0.0,27.0,,,Service,True,,,,,,
J37687,LEGACY RESTAURANT GROUP (Wendy's #412),VB,Kansas City,NEK,"Wendy's #142 State Ave, KCK service lighting",,Service or Contract Order,,Survey needed,2026-05-12,2026-06-30,,2026-07-06,,,,,,,NEK,NEK,False,,0.0,0.0,27.0,,,Service,True,,,,,,
J37773,Holly School District,NH,"Holly, CO",WK,"Per discussion with Cindy, (2) new modules are being shipped to our DC shop. Upon receipt, schedule a trip to the site to change out, and follow other instructions attached.",,Service or Contract Order,,Survey needed,2026-05-14,2026-07-02,,2026-07-08,,,,,,,WK,WK,False,,0.0,0.0,25.0,,,Service,True,,,,,,
J37754,CENTRAL BANK OF THE MIDWEST,JA,Lawrence,NEK,The shared monument sign on the corner of 31st and Iowa has routed aluminum cut out faces with acrylic mounted to the back. Aspen Dental the tenant on lower section of this sign has the faces coming off the back. South facing side has fallen off and is resting in the sign. The north side is coming off and hasn’t completely fallen off yet.,,Service or Contract Order,,Survey needed,2026-05-14,2026-07-02,,2026-07-08,,,,,,,NEK,NEK,False,700.0,0.0,0.0,25.0,,,Service,True,,,,,,
J37763,ZIEGLER FUNERAL CHAPEL,NH,Dodge City,WK,The module in the bottom-right corner of the south EMC face is showing up noticeably brighter than the others. The louver & position seem to be fine. Check and repair as needed. (Perhaps we can run a color-calibration test?).,,Service or Contract Order,,Survey needed,2026-05-14,2026-07-02,,2026-07-08,,,,,,,WK,WK,False,,0.0,0.0,25.0,,,Service,True,,,,,,
J37743,LEISZLER OIL COMPANY (Short Stop #1),VB,Clay Center,NEK,Short Stop #1 Clay Center gold package repairs to message center,,Service or Contract Order,,Survey needed,2026-05-14,2026-07-02,,2026-07-08,,,,,,,NEK,NEK,False,,0.0,0.0,25.0,,,Service,True,,,,,,
J37761,SAINT LUKE'S HEALTH SYSTEM,QT,Kansas City,NEK,St Luke's Plaza survey's for new signage,,Service or Contract Order,,Survey needed,2026-05-14,2026-07-02,,2026-07-08,,,,,,,NEK,NEK,False,,0.0,0.0,25.0,,,Service,True,,,,,,
J37770,Tapestry Collection,QT,Kansas City,NEK,The customer reports that the bottom part of the sign is illuminated but the neon portion at the top is no longer working. Please check and repair. Donald Davis is the director of facilities and can be reached on his cell at 816-663-2903,,Service or Contract Order,,Survey needed,2026-05-15,2026-07-03,,2026-07-09,,,,,,,NEK,NEK,False,,0.0,0.0,24.0,,,Service,True,,,,,,
J37809,COMANCHE BEVERAGE OUTLET,NH,Dodge City,WK,Customer reports the bottom points of the pylon's neon arrow out (both sides). Check and repair as needed. *MAINT CONTRACT.,,Service or Contract Order,,,2026-05-18,2026-07-06,,2026-07-12,,,,,,,WK,WK,False,,0.0,0.0,21.0,,,Service,True,,,,,,
J37823,LEGACY RESTAURANT GROUP (Wendy's),VB,Salina,WK,Wendy's #171 Riffel Rd Salina repair parking lot light,,Service or Contract Order,,,2026-05-20,2026-07-08,,2026-07-14,,,,,,,WK,WK,False,,0.0,0.0,19.0,,,Service,True,,,,,,
J37822,LEGACY RESTAURANT GROUP (Wendy's),VB,Salina,WK,Wendy's #170 Ohio St Salina service,,Service or Contract Order,,,2026-05-20,2026-07-08,,2026-07-14,,,,,,,WK,WK,False,,0.0,0.0,19.0,,,Service,True,,,,,,
J37829,FEDERAL HEATH SIGN,NH,Garden City,WK,"Metal soffit is separating/drooping under the storefront overhang. (TRACKING #350557904). The customer is okay with us simply running some screws into it, to re-secure as needed. (They understand that this won't be pretty, but they can't have it falling down, and birds getting inside). **FOLLOW HIGHLIGHTED INSTRUCTIONS FOR CHECKING INTO THEIR IVR SYSTEM UPON ARRIVAL, AND GET THE MANAGER SIGNATURE/STAMP ON THAT PAGE UPON COMPLETION. *GET COMPLETION PHOTOS TO NATHAN.",,Service or Contract Order,,,2026-05-19,2026-07-07,,2026-07-13,,,,,,,WK,WK,False,,0.0,0.0,20.0,,,Service,True,,,,,,
J37814,AZ US STORE MAINTENANCE (AUTOZONE PARTS INC),CC,Wichita,WK,"Repair broken unit of neon in the ""Z"" on front of building",,Service or Contract Order,,,2026-05-19,2026-07-07,,2026-07-13,,,,,,,WK,WK,False,,0.0,0.0,20.0,,,Service,True,,,,,,
J37849,"ROTTINGHAUS COMPANY, INC",DP,Russell,WK,"Customer reports that there are lighting outages with awning and cabinet on the pole sign. Visit and repair as needed. Pole sign electrical box has damage and may need electrician to repair, test lighting and report back if customer needs to contact electrician.",,Service or Contract Order,,,2026-05-20,2026-07-08,,2026-07-14,,,,,,,WK,WK,False,,0.0,0.0,19.0,,,Service,True,,,,,,
J37869,CITIZENS STATE BANK,NH,Hugoton,WK,A module/partial row have gone out on the west face of the EMC. Check and repair as needed. (EMC is no longer under warranty. The bank sponsor has agreed to cover repair costs for the school).,,Service or Contract Order,,,2026-05-21,2026-07-09,,2026-07-15,,,,,,,WK,WK,False,,0.0,0.0,18.0,,,Service,True,,,,,,
J37859,WESLEY MEDICAL CENTER,DW,Wichita,WK,Southeast facing board has outage.,,Service or Contract Order,,,2026-05-21,2026-07-09,,2026-07-15,,,,,,,WK,WK,False,,0.0,0.0,18.0,,,Service,True,,,,,,
J37847,MRV SERVICES,,,NEK,MRV Wanamaker (21st & Wanamaker) service pole sign,,Service or Contract Order,,,2026-05-21,2026-07-09,,2026-07-15,,,,,,,NEK,NEK,False,,0.0,0.0,18.0,,,Service,True,,,,,,
J37881,Hutton Salina,DP,Bushton,WK,N/C for Straightening Letters,,Service or Contract Order,,Survey needed,2026-05-22,2026-07-10,,2026-07-16,,,,,,,WK,WK,False,,0.0,0.0,17.0,,,Service,True,,,,,,
J37880,Vargas Restaurant,NH,Liberal,WK,pylon + raceway svc.,,Service or Contract Order,,Survey needed,2026-05-22,2026-07-10,,2026-07-16,,,,,,,WK,WK,False,,0.0,0.0,17.0,,,Service,True,,,,,,
J37858,FIRST NATIONAL BANK OF LOUISBURG,SP,Louisburg,NEK,WF EMC SERVICE (BOTH SIDES),,Service or Contract Order,,Survey needed,2026-05-22,2026-07-10,,2026-07-16,,,,,,,NEK,NEK,False,,0.0,0.0,17.0,,,Service,True,,,,,,
J37918,AZ US STORE MAINTENANCE (AUTOZONE PARTS INC),CC,Wichita,WK,Repair broken neon on front of building,,Service or Contract Order,,Survey needed,2026-05-26,2026-07-14,,2026-07-20,,,,,,,WK,WK,False,,0.0,0.0,13.0,,,Service,True,,,,,,
J37916,EMPRISE BANK,CC,ElDorado,WK,Repair outage in letter M over entrance on west side,,Service or Contract Order,,Survey needed,2026-05-26,2026-07-14,,2026-07-20,,,,,,,WK,WK,False,,0.0,0.0,13.0,,,Service,True,,,,,,
J37900,AZ US STORE MAINTENANCE (AUTOZONE PARTS INC),CC,Wichita,WK,Repair broken neon on west side of building,,Service or Contract Order,,Survey needed,2026-05-26,2026-07-14,,2026-07-20,,,,,,,WK,WK,False,,0.0,0.0,13.0,,,Service,True,,,,,,
J37896,Pestinger Heating & Air,DP,Salina,WK,Storm damage,,Service or Contract Order,,Survey needed,2026-05-26,2026-07-14,,2026-07-20,,,,,,,WK,WK,False,,0.0,0.0,13.0,,,Service,True,,,,,,
J37744,"SAYLOR INSURANCE SERVICE, INC.",VB,Sabetha,NEK,Saylor Insurance Sabetha gold package service to message center,,Service or Contract Order,,Survey needed,2026-05-26,2026-07-14,,2026-07-20,,,,,,,NEK,NEK,False,,0.0,0.0,13.0,,,Service,True,,,,,,
J37875,KD FAMILY MANAGEMENT,VB,Topeka,NEK,McDonald's #17628 29th & Wanamaker top of pole sign arch is out,,Service or Contract Order,,Survey needed,2026-05-26,2026-07-14,,2026-07-20,,,,,,,NEK,NEK,False,,0.0,0.0,13.0,,,Service,True,,,,,,
J37876,COREFIRST BANK & TRUST,VB,Topeka,NEK,CoreFirst Bank North Plaza repair message center,,Service or Contract Order,,Survey needed,2026-05-26,2026-07-14,,2026-07-20,,,,,,,NEK,NEK,False,,0.0,0.0,13.0,,,Service,True,,,,,,
J37955,HUTCHINSON COMMUNITY COLLEGE,AS,Hutchinson,WK,"N/C: customer reports pc has gone bad, Watchfire is sending pc under and warranty and return old pc",,Service or Contract Order,,Survey needed,2026-05-27,2026-07-15,,2026-07-21,,,,,,,WK,WK,False,,0.0,0.0,12.0,,,Service,True,,,,,,
J37930,Farm Bureau Financial Services,NH,Greensburg,WK,monument svc,,Service or Contract Order,,Survey needed,2026-05-27,2026-07-15,,2026-07-21,,,,,,,WK,WK,False,,0.0,0.0,12.0,,,Service,True,,,,,,
J37969,Universal Signs,NH,Dodge City,WK,night photos (by NH),,Service or Contract Order,,,2026-05-28,2026-07-16,,2026-07-22,,,,,,,WK,WK,False,,0.0,0.0,11.0,,,Service,True,,,,,,
J37968,Universal Signs,NH,Dodge City,WK,J trimcap face repair,,Service or Contract Order,,,2026-05-28,2026-07-16,,2026-07-22,,,,,,,WK,WK,False,,0.0,0.0,11.0,,,Service,True,,,,,,
J37985,Red Rock Canyon,CC,Wichita,WK,Repair outages in neon sign above entrance,,Service or Contract Order,,,2026-05-29,2026-07-17,,2026-07-23,,,,,,,WK,WK,False,,0.0,0.0,10.0,,,Service,True,,,,,,
J38025,HUTCHINSON ART CENTER,AS,Hutchinson,WK,"Service on or after 6/8/26: Customer reports letters on ""CENTER"" on the East (Washington St) elevation is having some illumination issues. I am not 100% sure if it is the front illumination or the rear RGB illumination that is not working correctly. Please diagnose and fix issue.",,Service or Contract Order,,,2026-06-01,2026-07-20,,2026-07-26,,,,,,,WK,WK,False,,0.0,0.0,7.0,,,Service,True,,,,,,
J38000,Newport Grill,CC,Wichita,WK,Repair outages in STEAKS reading on building,,Service or Contract Order,,,2026-06-01,2026-07-20,,2026-07-26,,,,,,,WK,WK,False,,0.0,0.0,7.0,,,Service,True,,,,,,
J37998,PEOPLES BANK & TRUST,CC,Great Bend,WK,Repair outages in the Watchfire display in Great Bend PBT,,Service or Contract Order,,,2026-06-01,2026-07-20,,2026-07-26,,,,,,,WK,WK,False,,0.0,0.0,7.0,,,Service,True,,,,,,
J38044,Identiti Resources,NH,Dodge City,WK,"Customer reports that the interior storefront sign is out. Check in per the IVR/Identiti requirements on the highlighted PO. Make repairs as needed. *IF REPAIRS WILL EXCEED $400, CALL ROBIN WILLIAMS @ 847-238-8412 FOR APPROVAL. Get completion photos, and complete the attached Sign-off sheet.",,Service or Contract Order,,,2026-06-02,2026-07-21,,2026-07-27,,,,,,,WK,WK,False,,0.0,0.0,6.0,,,Service,True,,,,,,
J38028,B33 WEST RIDGE PLAZA LLC,VB,Topeka,NEK,B33 West Ridge Plaza lift DL Smith for parking lot light repair,,Service or Contract Order,,,2026-06-02,2026-07-21,,2026-07-27,,,,,,,NEK,NEK,False,,0.0,0.0,6.0,,,Service,True,,,,,,
J37996,"SPANGLES, INC",VB,Topeka,NEK,Spangles #23 repair monument sign,,Service or Contract Order,,,2026-06-02,2026-07-21,,2026-07-27,,,,,,,NEK,NEK,False,,0.0,0.0,6.0,,,Service,True,,,,,,
J38024,ROCK CREEK MARINA AND RESORT,VB,Ozawkie,NEK,Rock Creek Marina replace faux LED parts so that the sign dims properly,,Service or Contract Order,,,2026-06-02,2026-07-21,,2026-07-27,,,,,,,NEK,NEK,False,,0.0,0.0,6.0,,,Service,True,,,,,,
J38034,WICHITA BASEBALL LLC,CC,Wichita,WK,"Repair outage in the letter ""U"" at the top of scoreboard",,Service or Contract Order,,,2026-06-02,2026-07-21,,2026-07-27,,,,,,,WK,WK,False,,0.0,0.0,6.0,,,Service,True,,,,,,
J38064,McCallson Tax & Accounting,DP,Salina,WK,NC: On newly installed round projecting sign. Faces appear to not look level in sign. On next trip to Salina the customer would like to see if we could straighten the faces in the cabinet - both sides.,,Service or Contract Order,,,2026-06-03,2026-07-22,,2026-07-28,,,,,,,WK,WK,False,,0.0,0.0,5.0,,"1000025832.jpg, 1000025833.jpg",Service,True,,,,,,
J38054,SAINT LUKE'S HEALTH SYSTEM,QT,Overland Park,NEK,"The letters ""osp"" are out in hospital on the west side of the MOB building. Please check and repair.",,Service or Contract Order,,,2026-06-03,2026-07-22,,2026-07-28,,,,,,,NEK,NEK,False,,0.0,0.0,5.0,,,Service,True,,,,,,
J38076,Ken's Pizza,AS,Hutchinson,WK,"T/M: Service: Customer reports some neon is out on pizza sign on front of building, please diagnose and fix",,Service or Contract Order,,,2026-06-04,2026-07-23,,2026-07-29,,,,,,,WK,WK,False,,0.0,0.0,4.0,,,Service,True,,,,,,
J38070,NKC Health,QT,North Kansas City,NEK,NKC punchlist items,,Service or Contract Order,,,2026-06-04,2026-07-23,,2026-07-29,,,,,,,NEK,NEK,False,,0.0,0.0,4.0,,,Service,True,,,,,,
J38067,Dollar Tree #3374,VB,Topeka,NEK,Dollar Tree #3374 service channel letters,,Service or Contract Order,,,2026-06-05,2026-07-24,,2026-07-30,,,,,,,NEK,NEK,False,,0.0,0.0,3.0,,,Service,True,,,,,,
J38085,TB OF AMERICA,VB,Topeka,NEK,Taco Bell #4120 Wanamaker repair clearance bar,,Service or Contract Order,,,2026-06-05,2026-07-24,,2026-07-30,,,,,,,NEK,NEK,False,,0.0,0.0,3.0,,,Service,True,,,,,,
J28498,/ Boulevard Theatres,DW,Wichita,WK,Boulevard Theatre recently acquired the old town Warren property and trying to get digital signs operational. They called Watchfire and were told they needed a fiber router box and the ticket number is 869478. Please order part and schedule service call once part arrives.,,Service - Hold,"part is here, sent with Ray/more parts needed, working with customer/Watchfire",Survey needed,2024-12-06,2025-01-24,,2025-01-30,,,,,,,WK,WK,False,,0.0,0.0,549.0,,,Service Hold,True,,,,,,
J28861,A & M Management - Deano's,DW,Wichita,WK,Deano's Tenant Face Damage Bring back tenant panel to shop and access damage.,,Service - Hold,trip made/order in Dustin's office,Survey needed,2025-01-02,2025-02-20,,2025-02-26,,,,,,,WK,WK,False,,0.0,0.0,522.0,,,Service Hold,True,,,,,,
J28271,/ MORTON BUILDINGS,DW,"Spencer, IA",WK,"Survey large logo to create refurb quote. Get all info for repainting, new graphics, and lighting components.",,Morton - National,,Survey needed,2024-11-19,2025-01-07,,2025-01-13,,,,,,,Sub,Sub-Installer,False,,0.0,0.0,566.0,,,National In Process,True,,,,,,
J28523,/ MORTON BUILDINGS,DW,"Wooster, OH",WK,"Wooster, OH NC Survey Survey Site.",,Morton - National,,Survey needed,2024-12-09,2025-01-27,,2025-02-02,,,,,,,Sub,Sub-Installer,False,,0.0,0.0,546.0,,,National In Process,True,,,,,,
J28747,/ MORTON BUILDINGS,DW,Winfield,WK,"Winfield, KS NC Survey Survey site. Survey pylon sign and get lighting info, cut sizes, VO, retainer size, depth of cabinet, Overall size of cabinet, pole info, and any plate mount details. Measure front door glass VO. Take straight on photo of pylon sign and front door glass. This is a pan face cabinet so we will most likely furnish a new flex face cabinet for this location.",,Morton - National,scanned details to Kevin. (Mike),Survey needed,2024-12-20,2025-02-07,,2025-02-13,,,,,,,Sub,Sub-Installer,False,,0.0,0.0,535.0,,,National In Process,True,,,,,,
J28946,MORTON BUILDINGS,DW,"Scottsbluff, NE",WK,Scottsbluff NE NC Survey Survey Site,,Morton - National,,Survey needed,2025-01-08,2025-02-26,,2025-03-04,,,,,,,Sub,Sub-Installer,False,,0.0,0.0,516.0,,,National In Process,True,,,,,,
J28944,MORTON BUILDINGS,DW,"Meadville, PA",WK,Meadville PA NC Survey Survey Site.,,Morton- Hold,,Survey needed,2025-01-08,2025-02-26,,2025-03-04,,,2025-03-20,,,,Sub,Sub-Installer,False,,0.0,0.0,516.0,,,Completed,False,,,,,,
J28941,MORTON BUILDINGS,DW,"Caldwell, OH",WK,Caldwell OH NC Survey Survey Site.,,Morton- Hold,,Survey needed,2025-01-08,2025-02-26,,2025-03-04,,,2025-04-03,,,,Sub,Sub-Installer,False,,0.0,0.0,516.0,,,Completed,False,,,,,,
J28943,MORTON BUILDINGS,DW,"Grafton, ND",WK,Grafton ND NC Survey Survey Site.,,Morton- Hold,,Survey needed,2025-01-08,2025-02-26,,2025-03-04,,,2025-03-20,,,,Sub,Sub-Installer,False,,0.0,0.0,516.0,,,Completed,False,,,,,,
J28942,MORTON BUILDINGS,DW,"Kalkaska, MI",WK,Kalkaska MI NC Survey Survey Site.,,Morton- Hold,,Survey needed,2025-01-08,2025-02-26,,2025-03-04,,,2025-02-12,,,,Sub,Sub-Installer,False,,0.0,0.0,516.0,,,Completed,False,,,,,,
J30193,MORTON BUILDINGS,DW,"Morgan, MN",WK,Minnesota Farmfest NC Survey,,Morton- Hold,,Survey needed,2025-03-19,2025-05-07,,2025-05-13,,,2025-04-01,,,,Sub,Sub-Installer,False,,0.0,0.0,446.0,,,Completed,False,,,,,,
J30300,MORTON BUILDINGS,DW,"Mt. Pleasant, PA",WK,Survey Pylon Sign.,,Morton- Hold,,Survey needed,2025-03-26,2025-05-14,,2025-05-20,,,2025-05-08,,,,Sub,Sub-Installer,False,,0.0,0.0,439.0,,,Completed,False,,,,,,
J27956,/ LUMINOUS NEON LLC,LNI,Hutchinson,WK,Labor and materials for removal and application of fleet truck vinyl at all locations.,,LNI House Order,need lines in order,Survey needed,2024-11-08,2024-12-27,,2025-01-02,,,,,,,HOUSE,HOUSE,False,,0.0,0.0,577.0,,,LNI House,True,,,,,,
J28886,LUMINOUS NEON LLC,LNI,Hutchinson,WK,"Move racks, materials and truck equipment Move racks, materials and truck equipment from warehouse 2 to warehouse 3.",,LNI House Order,https://docs.google.com/spreadsheets/d/1-o_YxY9mPsGBClExI8tXujx3jy4DMRIwfzxbTKEEkfw/edit?gid=541966195#gid=541966195,Survey needed,2025-01-03,2025-02-21,,2025-02-27,,,,,,,HOUSE,HOUSE,False,,0.0,0.0,521.0,,,LNI House,True,,,,,,
J34187,MERITRUST CREDIT UNION,CC,"Louisville, CO",WK,"New vinyl applications Louisville branch Furnish and install a new set of door hours and drive thru vinyl applications, along with an ""M"" wall graphic inside building. Reference design CC-J34187. Ship product to: DaVinci Sign Systems 4496 Bents Drive, Unit A Windsor, CO 80550",,Subcontracted,No door vinyl,Survey needed,2025-11-26,2026-01-14,,2026-01-20,,,,GREGORY,19214,RECEIVED,WK,Sub-Installer,False,2691.05,0.0,0.0,194.0,,J34187 Meritrust Credit Union_Vinyl readings and logo.pdf,Sub In Process,True,,,,,,
J34186,MERITRUST CREDIT UNION,CC,"Louisville, CO",WK,"Interior Logo for Louisville Branch Furnish and install new set of 1/4"" thick routed aluminum letters with a black anodized finish for back of teller line in main lobby area. Letters to stud mount to wall in place of the existing sign. Proposal is based on existing sign being removed by others and wall repaired and painted prior to install of the new set of letters. Reference design CC-J34186. Product to Ship to: DaVinci Sign Systems 4496 Bents Drive, Unit A Windsor, CO 80550",,Subcontracted,DaVinci Received 12/16/25,Survey needed,2025-11-26,2026-01-14,,2026-01-20,,,,GEMINI,19078,RECEIVED,WK,Sub-Installer,False,3383.89,0.0,0.0,194.0,,J34186 Meritrust Credit Union_Louisville Int FCO.pdf,Sub In Process,True,,,,,,
J34094,MERITRUST CREDIT UNION,CC,"Westminster, CO",WK,"Various Vinyl Applications Westminster 120th Remove existing door hours vinyl. Furnish and install a new set of door hour vinyl and two interior vinyl ""M"" wall graphics per design CC-J34094. Ship product to: DaVinci Sign Systems 4496 Bents Dr - Unit A Windsor, CO 80550",,Subcontracted,No door vinyl,Survey needed,2025-12-03,2026-01-21,,2026-01-27,,,,GREGORY,19214,RECEIVED,WK,Sub-Installer,False,3631.41,0.0,0.0,187.0,,J34094 Meritrust Credit Union_Vinyl graphics.pdf,Sub In Process,True,,,,,,
J34090,MERITRUST CREDIT UNION,CC,"Westminster, CO",WK,"New illum letters for ATM machine Westminster 120th Furnish and install one set of 8"" (H), internally illuminated letters reading ATM that will be placed over the exterior ATM machine. Letters to have white trim less acrylic faces, and black returns. Driver will need to be mounted remotely behind the wall. 120V service to the driver will need to be provided by licensed electrician. Reference design CC-J34090. Ship product to: DaVinci Sign Systems 4496 Bents Dr - Unit A Windsor, CO 80550",,Subcontracted,Delivered 1/16 shipping to DaVinci Signs / https://www.ups.com/track?tracknum=1Z3V76E70320692517&loc=en_US&requester=ST/trackdetails,Survey needed,2025-12-03,2026-01-21,,2026-01-27,,,,GEMINI,19171,RECEIVED,WK,Sub-Installer,False,4910.37,0.0,0.0,187.0,,J34090 Meritrust Credit Union_ATM Trimless.pdf,Sub In Process,True,,,,,,
J34089,MERITRUST CREDIT UNION,CC,"Westminster, CO",WK,"New channel letters on wireways for Westminster 120th Remove the existing letter sets from the front and rear elevations, and replace with two new, internally illuminated channel letter sets mounted on wireways. Once existing wireways are down, seal any exposed mounting holes. Reference design CC-J34089. Wireways to be painted to match wall surface. Proposal subject to city approval. Permit fees to be invoiced as a separate line item on final billing.",,Subcontracted,Delivering to DaVinci,Survey needed,2025-12-03,2026-01-21,,2026-01-27,,,,AI Innovations,19329,SHIPPING,WK,Sub-Installer,False,20241.49,0.0,0.0,187.0,,J34089 Meritrust Credit Union_New letters on wireways Westminster.pdf,Sub In Process,True,,,,,,
J34399,MERITRUST CREDIT UNION,CC,"Erie, CO",WK,"Interior FCO logo for Erie branch Furnish and install a new set of 1/4"" thick, routed aluminum letters for interior wall. Letters to stud mount to wall, and will have a black anodized finish. Reference design CC-J34399. Proposal is based on the existing letters being removed by others, and wall repaired prior to install of the new letters. Have product shipped to: DaVinci Sign Systems 4496 Bents Drive, Unit A Windsor, CO 80550",,Subcontracted,DaVinci Received 1/7/26,Survey needed,2025-12-09,2026-01-27,,2026-02-02,,,,GEMINI,19174,RECEIVED,WK,Sub-Installer,False,3616.17,0.0,0.0,181.0,,J34399 Meritrust Credit Union_Int FCO logo.pdf,Sub In Process,True,,,,,,
