lni_name,lni_current_status,lni_process,lni_priority,lni_region,lni_sales,lni_location,lni_description,lni_job_notes,lni_ready_for_install,lni_order_date,lni_mfg_target_modified,lni_scheduled_install,lni_date_installed,lni_date_to_admin,lni_vendor,lni_po_number,lni_vendor_status,lni_mfg_region,lni_install_region,lni_value,lni_ul_sign,lni_graphics,lni_routing_type,lni_metal,lni_assembly,lni_plex_application,lni_vinyl_prod
J32476 / MCDONALD'S,Service or Contract Order,Service,,WK,NH,Dodge City,"lot light service Manager reports a lot light flickering along the south side of the property, directly outside the drive-up pay window. Check and repair as needed.",,Survey needed,2025-07-21,2025-09-08,,,,,,,WK,WK,,No,,,,,,
"J32703 / SPANGLES, INC",Service or Contract Order,Service,,NEK,VB,Topeka,"Spangles #24 repair east blue border neon At Spangles #24, 29th & Topeka Blvd:   1) check in/out with manager on duty   2) east border neon is reported out   3) while there, check all other signs & lighting, excluding parking lot lights, if goosenecks are needed, use customer's stock   4) take completion photos",,Survey needed,2025-08-04,2025-09-22,,,,,,,NEK,NEK,,No,,,,,,
J33513 / DOBSKI & ASSOCIATES - McDonald's #7244,Service or Contract Order,Service,,NEK,VB,Topeka,McDonald's #7244 29th & California SE pole sign face coming apart At McDonald's #7244 29th & California: 1) check in with manager on duty 2) the pole sign's SE faces red section is coming apart 3) put the panels back in place 4) verify other faces are in place 5) take completion photos,,Survey needed,2025-09-22,2025-11-10,,,,,,,NEK,NEK,,No,,,,,,
J33986 / THE BIG BISCUIT,Service or Contract Order,Service,,NEK,VB,KCMO,"Big Biscuit Barry Road service  At The Big Biscuit on Barry Road: 1) check in/out with manager on duty 2) the biscuit baker logo on the front is out 3) while there, check both signs 4) also survey front wall entrance's sign band to possibly install a new nonilluminated awning, measurements of all five sides, including the interior measurements of the darker background below the channel letters, if we need to move the sign/raceways up, verify whether we can move them and still have access to power 5) take completion photos",,Survey needed,2025-10-10,2025-11-28,,,,,,,NEK,NEK,,No,,,,,,
J34022 / LUMINOUS NEON LLC,Service or Contract Order,Service,,NEK,VB,Topeka,repair sod damage from McDonald's #7244 pole sign repairs Contract with Dobski & Associates' landscaping company to repair two ruts from truck getting stuck while leaving after repairs to McDonald's #7244 pole sign.,,Survey needed,2025-10-15,2025-12-03,,,,,,,NEK,NEK,,No,,,,,,
"J34073 / SPANGLES, INC",Service or Contract Order,Service,,NEK,VB,Topeka,"Spangles #23 border neon out on south side At Spangles #23 Hwy 24: 1) check in/out with manager on duty 2) two pieces of blue border neon are reported out 3) while there, check other signs & lighting, except for parking lot lights, if gooseneck lamps are needed, use customer's stock 4) take completion photos",,Survey needed,2025-10-16,2025-12-04,,,,,,,NEK,NEK,,No,,,,,,
J34107 / Gibson Mall (Chaffin Family Trust),Service or Contract Order,Service,,WK,NH,Dodge City,"gooseneck light svc, lot lights On the building, the gooseneck lights aren't coming on. Check with maintenance man, Tim Heitkamp, 701-238-3190, for the timeclock/breakers. Reset timer (for DST)/replace bulbs as needed. . . Also check the parking lot lights, and make repairs as needed. . . Also, remove and dispose of the plywood banding (with tenant vinyl copy) across the front of the Mall, filling holes with caulk. If there is significant damage/discoloration underneath, get photos so NH can advise the customer that a painter needs to get involved. (GIBSON MALL letters remain as is).",,Survey needed,2025-10-16,2025-12-04,,,,,,,WK,WK,,No,,,,,,
J34475 / KS STATEBANK,Service or Contract Order,Service,,NEK,VB,Manhattan,"KS StateBank Hwy 24 Manhattan update time & temp At KS StateBank 8003 US Hwy 24 in Manhattan: 1) check in/out with manager on duty 2) update time & temp to correct time 3) LEDs are reported out in time & temp, repair if possible 4) if time & temp can't be repaired, get manufacturer's information and measurements for possible replacement 5) take completion photos",,Survey needed,2025-11-03,2025-12-22,,,,,,,NEK,NEK,,No,,,,,,
J34500 / MILLIGAN ENTERPRISES,Service or Contract Order,Service,,WK,NH,Garden City,"multiple outages (GC east) Channel letters sets are completely out on the east & west elevations, along with an arch logo on the west elevation. The channel letters on the west PlayPlace elevation are half out. Both directionals are out. Also check the yellow awnings, which have horizontal bands that wash light onto the awnings, and the lighting on the rooftop french fries. Repair as needed.",,Survey needed,2025-11-03,2025-12-22,,,,,,,WK,WK,,No,,,,,,
J34499 / MILLIGAN ENTERPRISES,Service or Contract Order,Service,,WK,NH,Garden City,"multiple outages (GC west) The north pylon has outages in the arch & red base cabinet. The channel letters on the south elevation have dim spots. The ENTER directional isn't lit. Also check the yellow awnings, which have horizontal bands that wash light onto the awnings, and the lighting on the rooftop french fries. Repair as needed.",,Survey needed,2025-11-03,2025-12-22,,,,,,,WK,WK,,No,,,,,,
"J34589 / Cherry Hills Properties, LLC",Service or Contract Order,Service,,NEK,LNI,Lawrence,Service to The Malls pylon 23rd The Malls on 23rd st. Lawrence KS has outages on both sides east and west on the pylon sign on 23rd st.,,Survey needed,2025-11-07,2025-12-26,,,,,,,NEK,NEK,,No,,,,,,
J34591 / Chiropractic Health Center,Service or Contract Order,Service,,NEK,LNI,Lawrence,Service to front monument sign Front monument sign not lighting correctly.,,Survey needed,2025-11-07,2025-12-26,,,,,,,NEK,NEK,,No,,,,,,
J34605 / HARRIS AUTO REPAIR,Service or Contract Order,Service,,NEK,LNI,Lawrence,Service Harris auto pylon  Service to pylon sign not lighting correctly.,,Survey needed,2025-11-10,2025-12-29,,,,,,,NEK,NEK,,No,,,,,,
J34784 / CENTRAL NATIONAL BANK,Service or Contract Order,Service,,NEK,VB,Manhattan,"Central National Bank Manhattan repair time & temp At Central National Bank, College Ave, Manhattan: 1) check in/out with Doug Haverkamp or another manager 2) the time & temp is out again, see if it can be reset 3) take photos",,Survey needed,2025-11-18,2026-01-06,,,,,,,NEK,NEK,,No,,,,,,
J34986 / SUCCESS VISION EXPRESS,Service or Contract Order,Service,,NEK,VB,Manhattan,"SuccessVision Manhattan service pole sign At SuccessVision's Manhattan location: 1) check in/out with manager on duty 2) the pole sign logo cabinet is partly out in the middle 3) verify the entire pole sign, channel letters and awnings are lighting properly 4) take completion photos NOTE:  This was converted to LEDs by another company, past that warranty.",,Survey needed,2025-12-02,2026-01-20,,,,,,,NEK,NEK,,No,,,,,,
J35004 / BURLINGAME FEDERATED CHURCH,Service or Contract Order,Service,,NEK,VB,Burlingame,"Burlingame Federated Church service message center At Burlingame Federated Church, the message center is not working properly and has been turned off 1) coordinate in advance with Gary Masters, cell 633-0454. 2) see emailed info on how to determine what's needed from manufacturer, if questions, contact Vernon at Stewart, 800-237-3928 3) determine what's needed before ordering parts 4) take completion photos",,Survey needed,2025-12-05,2026-01-23,,,,,,,NEK,NEK,,No,,,,,,
J35047 / DOBSKI & ASSOCIATES - McDonald's #317,Service or Contract Order,Service,,NEK,VB,Topeka,"McDonald's #317 SW Topeka Blvd repair parking lot lights At McDonald's #317 SW Topeka Blvd: 1) check in/out with manager on duty 2) one LED parking lot light is reported out, need information on fixture and whether the others are the same for replacement 3) replace old with new LED parking lot light fixture when in hand 4) take completion photos",,Survey needed,2025-12-05,2026-01-23,,,,,,,NEK,NEK,,No,,,,,,
J35183 / FLINTHILLS MALL,Service or Contract Order,Service,,NEK,VB,Emporia,Flinthills Mall service message center,,Survey needed,2025-12-16,2026-02-03,,,,,,,NEK,NEK,,No,,,,,,
J35451 / FOLEY EQUIPMENT,Service or Contract Order,Service,,NEK,QT,KCMO,"Foley-KCMO Rental sign on the pole outage The rental sign on the Pole sign is only half illuminated. There was a similar issue reported in September/October.  Please let Quintin know if this is warranty or something unrelated.   ( Appears that there was a wire problem in the main ID sign cabinet (north side, bottom left and that the ""service sign"" and the entrance monument on the far east sign. )Please include the IVR instructions with the work order.",,Survey needed,2026-01-07,2026-02-25,,,,,,,NEK,NEK,,No,,,,,,
J35666 / THE BIG BISCUIT,Service or Contract Order,Service,,NEK,VB,"Raymore, MO","Big Biscuit Raymore repair rear sign At The Big Biscuit in Raymore: 1) check in/out with manager on duty 2) ""Bisc"" is out on rear channel letters 3) make sure both sets of letters are working properly while there 4) take completion photos",,Survey needed,2026-01-19,2026-03-09,,,,,,,NEK,NEK,,No,,,,,,
J35682 / TB OF AMERICA,Service or Contract Order,Service,,NEK,VB,Holton,"Taco Bell Holton repair pole sign storm damage At Taco Bell #20719 Holton, a windstorm damage has blown out one pole sign logo face and damaged the other: 1) travel to site and tie in other face before it also blows out 2) take photos After new faces have been produced, 3) receive & inspect new customer faces from Everbrite 4) remove old faces 5) verify sign is lighting properly 6) reinstall the new faces 7) take completion photos, including entire cabinet from the bucket for insurance purposes NOTE:  Requested store to call if the other face blows out before we can get there",,Survey needed,2026-01-19,2026-03-09,,,,,,,NEK,NEK,,No,,,,,,
J35668 / LEGACY RESTAURANT GROUP - Wendy's #218,Service or Contract Order,Service,,NEK,VB,KCMO,"Wendy's #218 North Oak repair parking lot light At Wendy's North Oak: 1) check in/out with manager on duty 2) one parking lot light is reported out by entrance between Wendy's and a bank 3) while there, check all other signs & lighting 4) take completion photos If needed, call Bill Fleming with questions, 816-659-4589",,Survey needed,2026-01-19,2026-03-09,,,,,,,NEK,NEK,,No,,,,,,
"J35788 / SPANGLES, INC",Service or Contract Order,Service,,NEK,VB,Topeka,Spangles #23 Hwy 24 repair monument sign At Spangles #23 Hwy 24: 1) check in/out with manager on duty 2) the monument sign appears to be flickering inside 3) the red neon border may not be working properly 4) take completion photos,,Survey needed,2026-01-28,2026-03-18,,,,,,,NEK,NEK,,No,,,,,,
J35995 / LEGACY RESTAURANT GROUP,Service or Contract Order,Service,,NEK,VB,Lawrence,"Wendy's #121 delivery  truck has hit a corner of the building again At Wendy's #120, W 23rd St, Lawrence, a delivery truck has hit the corner of the building again: 1) check in/out with manager on duty 2) repair corner as well as possible 3) take completion photos",,Survey needed,2026-02-06,2026-03-27,,,,,,,NEK,NEK,,No,,,,,,
J36071 / CITY OF LAWRENCE PARKS & REC.,Service or Contract Order,Service,,NEK,JL,Lawrence,Amtrak - Service Neon Signage Service call to repair neon sign.  Customer says multiple pieces are out on Southeast and West elevations.  Note: Photos provided are not current and additional outages may be present.  Sign to be tested prior to ordering replacement parts.,,Survey needed,2026-02-11,2026-04-01,,,,,,,NEK,NEK,,No,,,,,,
J36195 / LARRY'S EXPRESS MART,Service or Contract Order,Service,,NEK,VB,Topeka,"Larry's Express Mart check nonworking message center At Larry's Express Mart: 1) check in with Zafar Ansari 2) for existing nonworking message center, contact NEXT LED service at 888-263-6530 to walk through testing the components to see what's needed and if those parts are available 3) survey pole sign for cabinet sizes, overall height and electrical information 4) take photos  NTE two men two hours or one man three hours, plus tax",,Survey needed,2026-02-18,2026-04-08,,,,,,,NEK,NEK,,No,,,,,,
J36199 / DOBSKI & ASSOCIATES - McDonald's,Service or Contract Order,Service,,NEK,VB,Lawrence,"McDonald's W 23rd Street pole sign has intermittent outages At McDonald's W 23rd Street, Lawrence: 1) check in/out with manager on duty 2) the pole sign has intermittent outages in the arches and the red section  3) take completion photos",,Survey needed,2026-02-18,2026-04-08,,,,,,,NEK,NEK,,No,,,,,,
J36493 / U-HAUL,Service or Contract Order,Service,,NEK,SP,"Independence, MO","POLE SIGN CABINET OUTAGES (( T&M SERVICE ))    POLE SIGN CABINET OUTAGES - Carlos Gallardo in Facilities with U-Haul advises that their pole sign has several outages.  In the upper individual letter cabinets it has an outage in the ""A"" cabinet on both sides,   then in the middle ""STORAGE ROOMS"" cabinet it isn't lighting at all,  and the lower changeable copy display is partially out.  SEE CUSTOMERS PROVIDED PHOTO.   Any questions at site, call Carlos Gallardo at 913.948.3908.",,Survey needed,2026-03-03,2026-04-21,,,,,,,NEK,NEK,,No,,,,,,
"J36553 / VAN BINSBERGEN & ASSOCIATES, INC.",Service or Contract Order,Service,,NEK,VB,Topeka,"Madison Street Apartments repair four-headed parking lot light At Madison Street Apartments: 1) the four-headed light fixture in the south parking lot has been out for over a year 2) determine if it's a power issue and get voltage 3) if not a power issue, get fixture information for replacement parts or complete replacement and take close-up photos, how they are attached and measurements 5) take completion photos",,Survey needed,2026-03-06,2026-04-24,,,,,,,NEK,NEK,,No,,,,,,
J36586 / Family Dentistry McAllister,Service or Contract Order,Service,,NEK,QT,KCKS,"Family Dentistry State Ave monument outage Krista with McAllister Dentistry on State Ave called and said their monument sign is not lighting again, same side we fixed when we were there last. Please diagnose and repair. Appears when we were there in November we replaced 1 lamp-FYI",,Survey needed,2026-03-06,2026-04-24,,,,,,,NEK,NEK,,No,,,,,,
J36636 / DOBSKI & ASSOCIATES - McDonald's #4164,Service or Contract Order,Service,,NEK,VB,Lawrence,"McDonald's #4164 W 6th Lawrence service pole sign At McDonald's #4164 6th Street: 1) check in/out with manager on duty 2) the arches appear to be dim at the top, determine cause and take photos inside and out 3) take completion photos",,Survey needed,2026-03-10,2026-04-28,,,,,,,NEK,NEK,,No,,,,,,
J36688 / SAINT LUKE'S HEALTH SYSTEM,Service or Contract Order,Service,,NEK,QT,"Smithville, MO",St. Luke's Smithville  N/C survey N/C survey for Saint Lukes Smithville 1. Survey the existing monument sign. The EMC is dead and beyond repair and Saint Luke's wants two option to cover the EMC with pans and another option to remove the EMC completely and retrofit the existing monument pole cover for a new static signage cabinet. Need survey info on the structure for holding the EMC and what it will look like and possibilities for removing it  2. Survey the main building illuminated wall signage. Photos and measurements,,Survey needed,2026-03-11,2026-04-29,,,,,,,NEK,NEK,,No,,,,,,
J36755 / SAINT LUKE'S HEALTH SYSTEM,Service or Contract Order,Service,,NEK,QT,"Blue Springs, MO","St. Lukes Multispecialty Shoal Creek survey N/C survey Survey one (1) illuminated campus sign, two (2) building signs, two (2) monument signs with vinyl cruciforms for possible replacement.",,Survey needed,2026-03-16,2026-05-04,,,,,,,NEK,NEK,,No,,,,,,
J36756 / SAINT LUKE'S HEALTH SYSTEM,Service or Contract Order,Service,,NEK,QT,"Blue Springs, MO",St. Lukes Convenient Care Blue Springs survey N/C Survey Survey one (1) building sign for possible replacement.  Per notes on inventory from customer it does not need new framework.,,Survey needed,2026-03-16,2026-05-04,,,,,,,NEK,NEK,,No,,,,,,
"J36783 / TYREE AG, INC",Service or Contract Order,Service,,WK,NH,Kinsley,"trim back trees Trim back trees along the creek back, west of the roadsign, per the details attached. Haul off any limbs we remove.",,Survey needed,2026-03-16,2026-05-04,,,,,,,WK,WK,,No,,,,,,
J36753 / SAINT LUKE'S HEALTH SYSTEM,Service or Contract Order,Service,,NEK,QT,KCMO,St. Luke's Corporate survey N/C survey Please survey 2 building signs for possible replacement.,,Survey needed,2026-03-16,2026-05-04,,,,,,,NEK,NEK,,No,,,,,,
J36897 / RJ PROPERTIES,Service or Contract Order,Service,,NEK,VB,Holton,Tractor Supply Dollar General Bldg Holton repair parking lot lights At RJ Properties' Tractor Supply Dollar General Building in Holton: 1) check in/out with manager at Tractor Supply 2) repair parking lot lights--two double-headed lights are reported out 3) take completion photos NOTE:  VB needs to let his rep know when we're going.,,Survey needed,2026-03-24,2026-05-12,,,,,,,NEK,NEK,,No,,,,,,
J36916 / PEOPLES BANK & TRUST,Service or Contract Order,Service,,WK,CC,Hutchinson,Time and Temp Customer reported that their time & temp display is not displaying the correct time. Please service to get it working properly.,,Survey needed,2026-03-25,2026-05-13,,,,,,,WK,WK,,No,,,,,,
J36944 / CITY OF WICHITA,Service or Contract Order,Service,,WK,CC,Wichita,"Repair lighting in the Central and McLean light columns See attached map. The columns with an ""X"" on them are light columns that are not lighting. Customer would like to have all the columns looked at and provided a cost to get them lighting as they want to have them lighting red and blue for the 250 Year Centennial this year. Contact if you need assistance from the city: Mike Armour: 316-268-4598 marmour@wichita.gov",,Survey needed,2026-03-25,2026-05-13,,,,,,,WK,WK,,No,,,,,,
J37069 / COLLEGE CHURCH OF NAZARENE,Service or Contract Order,Service,,NEK,SP,Olathe,"CHANNEL LETTERS NORTH WALL - OUTAGE IN WORD ""URCH"" OUT ** T&M SERVICE CALL **  NORTH WALL CHANNEL LETTERS OUTAGE -  Customer (Barry Seifert, Facilities Bldg Mgr) reports the channel letters on north wall the ""URCH"" is out in word CHURCH.  SEE PROVIDED PIC FROM CUSTOMER.  Please visit site to troubleshoot and repair as needed.           *** IF VISITING CHURCH ON WED 4/1 - CALL AHEAD TO BARRY SEIFERT TO ADVISE YOU ARE COMING ( Barry Cell 913.238.7174 ) ...OR IF GOING AFTER 4/1 - CALL AHEAD TO PHIL BURKHART AT 913.449.0221.  ***",,Survey needed,2026-04-01,2026-05-20,,,,,,,NEK,NEK,,No,,,,,,
"J37070 / T-TOWN INVESTMENTS CO., LLC - Kohl's & Barnes & Noble",Service or Contract Order,Service,,NEK,VB,Topeka,"Kohl's & Barnes & Noble pole sign service The Kohl's & Barnes & Noble pole sign is reported out: 1) verify power is available 2) if power is available, determine whether lamps can be replaced or if we also need ballasts 3) survey both cabinets for LED replacements, including depth of cabinets 4) take photos Depending upon the issues, we may repair or retrofit.  Call Virginia to get customer's preference.",,Survey needed,2026-04-01,2026-05-20,,,,,,,NEK,NEK,,No,,,,,,
J37140 / BAKER UNIVERSITY,Service or Contract Order,Service,,NEK,JL,Baldwin City,"NC - April Semi-Annual Maint NC - April Semi-Annual Maintenance on 9´4""x7´3"" DF, Monument Sign with Illuminated ID Cabinet, 12mm 72x144 Matrix 3´5"" x 6´3"" LED EMC. Test all cooling fans and replace any defective units.",,Survey needed,2026-04-06,2026-05-25,,,,,,,NEK,NEK,,No,,,,,,
J37143 / Baldwin State Bank,Service or Contract Order,Service,,NEK,JL,Baldwin City,NC - April Semi-Annual Maint NC - April Semi-Annual Maintenance on (2) EMC´S.  Test all cooling fans and replace any defective units.,,Survey needed,2026-04-06,2026-05-25,,,,,,,NEK,NEK,,No,,,,,,
J37148 / GUARANTY STATE BANK,Service or Contract Order,Service,,WK,DP,Smith Center,"NC - April Semi-Annual Maint NC - SEMI-ANNUAL MAINTENANCE ON D/F 12"" CHARACTER LED M/C AND S/F INTERIOR M/C. Test all cooling fans and replace any defective units.",,Survey needed,2026-04-06,2026-05-25,,,,,,,WK,WK,,No,,,,,,
"J37139 / JEFFERSON COUNTY HEALTH DEPT, HOME HLTH & HOSPICE",Service or Contract Order,Service,,NEK,JL,Oskaloosa,"NC - April Semi-Annual Maint.  NC - April semi-annual maintenance on 3´5"" x 7´3"", 19mm 48 x 112 matrix full color EMC.  Test all cooling fans and replace any defective units.",,Survey needed,2026-04-06,2026-05-25,,,,,,,NEK,NEK,,No,,,,,,
J37142 / Baldwin State Bank,Service or Contract Order,Service,,NEK,JL,Baldwin City,NC - April Semi-annual maintenance April Semi-Annual Maintenance on EMC.  Test all cooling fans and replace any defective units.,,Survey needed,2026-04-06,2026-05-25,,,,,,,NEK,NEK,,No,,,,,,
J37184 / NKC Health,Service or Contract Order,Service,,NEK,QT,NKCMO,NKC Article 1 sign corrections-no charge N/C time and materials to make corrections as requested,,Survey needed,2026-04-08,2026-05-27,,,,,,,NEK,NEK,,No,,,,,,
J37170 / STORMONT VAIL HEALTH,Service or Contract Order,Service,,NEK,VB,Topeka,"Stormont-Vail Emergency sign has ""GE"" out At Stormont-Vail: 1) the EMERGENCY letters on the west canopy have ""GE"" out, repair as needed 2) take completion photos 3) let Kevin Hesseltine know when you're finished, 354-6348",,Survey needed,2026-04-08,2026-05-27,,,,,,,NEK,NEK,,No,,,,,,
J37185 / Speeks Technology,Service or Contract Order,Service,,NEK,QT,Overland Park,Paymore OPKS vinyl peeling Aaron is needing to go by PayMore Overland Park to resecure some vinyl graphics that have started peeling away. He is to try to fix it or see if we need to replace.,,Survey needed,2026-04-10,2026-05-29,,,,,,,NEK,NEK,,No,,,,,,
J37283 / RESIDENCE INN,Service or Contract Order,Service,,NEK,VB,Topeka,"Residence Inn repairs At the Residence Inn: 1) check in/out with Ed Passmore or a manager on duty 2) the west channel letter ""R"" is broken, pattern for replacement face, whether acrylic or polycarbonate, get color and thickness of face and trim cap color and size 3) the monument sign is missing an access panel, Ed has not found it, if you can't find and reattach measure for size to replace 4) one parking lot light at the front has intermittent lighting problems, says it's one we've had problems with 5) take completion photos Ed's cell 785-430-1178",,Survey needed,2026-04-16,2026-06-04,,,,,,,NEK,NEK,,No,,,,,,
J37285 / THEATRE LAWRENCE,Service or Contract Order,Service,,NEK,LNI,Lawrence,Parking lot lights service  Two parking lot lights out check for warranty see map lot light 3 and 4 just south of the dumpsters. Parking lot light out 3 and 4. See map call Bob Newton before arriving and after job complete,,Survey needed,2026-04-16,2026-06-04,,,,,,,NEK,NEK,,No,,,,,,
J37332 / LEGACY RESTAURANT GROUP - Wendy's #214,Service or Contract Order,Service,,NEK,VB,KCMO,"Wendy's #214 Main Street emergency pole sign service EARLY MONDAY, 4/20 At Wendy's #214, 3118 Main St, KCMO, the pole sign is coming apart at the top 1) check in/out with store manager 2) reattach pieces, determine if anything needs to be replaced, if so, get photos and measurements 3) take completion photos",,Survey needed,2026-04-17,2026-06-05,,,,,,,NEK,NEK,,No,,,,,,
J37334 / DOBSKI & ASSOCIATES - McDonald's,Service or Contract Order,Service,,NEK,VB,Lawrence,"McDonald's Lawrence Turnpike service pole signs For the McDonald’s Lawrence Turnpike restaurant:  1) the west side of the west pole sign is missing a formed plastic “D” and the customer has looked for it on the ground 2) the customer provided two sizes of the “D” from older signs 3) install one of the faces 4) if neither fits, measure the opening carefully and take photos  5) while there, the owner wants to check the lighting in both pole signs and clean the faces 6) take completion photos",,Survey needed,2026-04-17,2026-06-05,,,,,,,NEK,NEK,,No,,,,,,
J37357 / LEGACY RESTAURANT GROUP - Wendy's #103,Service or Contract Order,Service,,NEK,VB,Topeka,"Wendy's #103 repair parking lot light At Wendy's #103, SW Topeka Blvd: 1) check in/out with manager on duty 2) one parking lot light is reported out 3) while there, check & repair any other lighting needs 4) take completion photos",,Survey needed,2026-04-21,2026-06-09,,,,,,,NEK,NEK,,No,,,,,,
J37386 / Community Financial,Service or Contract Order,Service,,WK,CC,Wichita,"Repair outages on three oval wall signs border neon Repair border tube neon on three oval wall signs. While on site, get a survey, pattern for the oval wall sign face that looks bad so I can get a proposal to them to replace with new face under a separate order. Check in and out by calling 516-500-7776. Follow prompts: PIN# 338224. WO# 341668448.",05.01.26 Found 7 bad units. Took to Wholesale Neon for repair RK,Survey needed,2026-04-21,2026-06-09,,,,,20104,,WK,WK,,No,,,,,,
J37394 / EQUITY BANK,Service or Contract Order,Service,,WK,DW,Park City,Ironstone Site Sign Removal Remove site sign and take back to Wichita Lumineo shop.,,Survey needed,2026-04-22,2026-06-10,,,,,,,WK,WK,,No,,,,,,
J37415 / BRAUM'S,Service or Contract Order,Service,,WK,NH,"Guymon, OK","B neon out, exerior (Guymon) Customer reports that the 'B' in 'BRAUM's is out on the building exterior. Check and repair as needed. *ACCOUNTING: ONCE WE HAVE THE FINAL TALLY, EMAIL NATHAN, SO HE CAN CALL THE HELP DESK TO GET APPROVAL FOR EXCEEDING $500. (PO #04230076)",,Survey needed,2026-04-23,2026-06-11,,,,,,,WK,WK,,No,,,,,,
J37406 / Benchmark Real Estate Group,Service or Contract Order,Service,,WK,CC,Derby,Repair outages in multi tenant pylon sign Customer is reporting that the multi tenant sign is partially out. Repair lighting as needed.,STR 04.30 0718,Survey needed,2026-04-23,2026-06-11,,,,,,,WK,WK,,No,,,,,,
J37382 / Koi Ramen,Service or Contract Order,Service,,WK,AS,Hutchinson,"T/m: customer reports neon is not working, diagnose and repair neon",,Survey needed,2026-04-24,2026-06-12,,,,,,,WK,WK,,No,,,,,,
J31942 / KANSAS STATE BANK,Service or Contract Order,Service,,NEK,LNI,Ottawa,"Kansas State Bank Service Per Customer: "" the back light that illuminates the Kansas State Bank white lettering on our South Ottawa Branch does not seem to be working"" Contact is Eric 785-242-3600",,Survey needed,2026-04-28,2026-06-16,,,,,,,NEK,NEK,,No,,,,,,
J37477 / EVERGREEN MOTEL & RV PARK,Service or Contract Order,Service,,WK,NH,Pratt,"neon border out (top) Customer reports that the green border neon at the top side reveal is out. (Bottom reveal neon is okay, along with all internal lighting). Check and repair as needed. (Leased pylon cabinet).",,Survey needed,2026-04-28,2026-06-16,,,,,,,WK,WK,,No,,,,,,
J37502 / City of Derby,Service or Contract Order,Service,,WK,DW,Wichita,Decarsky Park Sign Service Light column on still not lighting properly.,"STR 04.30 0710 05.18.26 Follow up email sent to DW,KH.  HA 05.11.26 Found that the Bitro LED individual modules are starting to fail.  Inconsistent colors in the same stand & across individual stands and the controller cant control the output colors of the RGB.  Controller goes into fault mode and & pauses the sequence.  Customer wants just green LED's wants quote to replace to green only LED's",Survey needed,2026-04-29,2026-06-17,,,,,,,WK,WK,,No,,,,,,
J37508 / AZ US STORE MAINTENANCE (AUTOZONE PARTS INC),Service or Contract Order,Service,,WK,VB,Salina,"AutoZone #1615 Salina repair damage to building neon At AutoZone #1615 in Salina: TAKE BEFORE & AFTER PHOTOS 1) check in/out with store manager 2) there is broken neon hanging over the entrance door, remove unit for replacement 3) while there, verify there is no damage to other neon or signage 4) upon return, check in/out with manager and complete repairs",05.14.26 found 12 units of neon broken. JS 05.14.26 sent in 12 units for repair. HA,Survey needed,2026-04-29,2026-06-17,,,,,,,WK,WK,,No,,,,,,
J37520 / EQUITY BANK,Service or Contract Order,Service,,NEK,DW,"Kirksville, MO",Kirksville Medical Center ATM Repair Remove entire topper from ATM and bring back to Hutchinson shop to access damages and make repairs.,,Survey needed,2026-04-29,2026-06-17,,,,,,,NEK,NEK,,No,,,,,,
J37524 / GOPPERT STATE SERVICE BANK,Service or Contract Order,Service,,NEK,SP,Ottawa,"N/C SERVICE CALL TO CHANGE WATCHFIRE T&T CLOCK SETTING TO STD TIME (NOT MILITARY) N/C SERVICE CALL TO CHANGE WF T&T CLOCK ( Visit approved by Justin F at Lumineo ) -  Visit Ottawa bank location and change the time setting on the Watchfire T&T to make it read as standard time, not military time like it is presently set at. Bank has reset it themselves and the last time couldn't get it to switch to standard time.  SEE PROVIDED PIC UPLOADED IN BC.     ** Please pop into the bank when arriving and let Zach know you are onsite to reset the clock.  Please let Zach know when you are done and if you were able to get it changed.  Also please update Shelly after your visit to know if it got resolved or not. **",,Survey needed,2026-04-30,2026-06-18,,,,,,,NEK,NEK,,No,,,,,,
J37540 / Chiropractic Wellness Center,Service or Contract Order,Service,,WK,DP,Salina,Survey EMC for Damage Customer is reporting modules out on multiple panels due to storm damage. Visit and diagnose and determine broken louvers and/or LEDs.,05.05.26 found hail damage to louvers (50 of 50) photos emailed to watchfire.  watchfire also found 3 bad modules.  quote requested and waiting approval.  JS,Survey needed,2026-04-30,2026-06-18,,,,,,,WK,WK,,No,,,,,,
J37563 / AZ US STORE MAINTENANCE (AUTOZONE PARTS INC),Service or Contract Order,Service,,WK,CC,Newton,Repair neon at the Newton AutoZone,printed,Survey needed,2026-05-01,2026-06-19,,,,,,,WK,WK,,No,,,,,,
J37558 / Community National Bank and Trust,Service or Contract Order,Service,,WK,CC,El Dorado,"Repair outages in neon tube at the top of pylon sign, west side of sign, along with the outage in the CNB logo on ID cabinet.",printed,Survey needed,2026-05-01,2026-06-19,,,,,,,WK,WK,,No,,,,,,
J37480 / FIDELITY BANK,Service or Contract Order,In Process,,WK,CC,Wichita,Repair damage to bottom secion of pylon FB E Harry,,Survey needed,2026-05-01,2026-06-19,,,,,,,WK,WK,,No,,,,,,
"J37555 / SPANGLES, INC",Service or Contract Order,Service,,NEK,VB,Topeka,"At Spangles #21, Wanamaker: 1) check in/out with manager on duty 2) blue border neon is out on the NW corner 3) blue border neon at the top of the building is out on the north side 4) while there, check all signs & lighting (except parking lot lights), if goosenecks are needed, use customer's stock 5) take completion photos",,Survey needed,2026-05-01,2026-06-19,,,,,,,NEK,NEK,,No,,,,,,
